DateOfArrivalAtBIP,BorderInspectionPost,EntryBIPCountry,ConsigneeCountry,ImporterCountry,CountryofOrigin,CommodityGroup,CommodityCode,Species,Temperature,TranshipmentBIPCountry,TranshipmentBIP,TranshipmentTo3rdCountry,To3rdCountry,TransitExitBIP,ForReImport,ForInternalMarket,DateofDeclaration,YearofDeclaration,QuarterofDeclaration,MonthofDeclaration,DayofDeclaration,DocumentaryCheck,IdentityCheck,TotalGrossWeightKg,PhysicalCheck,LaboratoryTestsPerformed,LaboratoryTestsMotivation,LaboratoryTestConclusion,LaboratoryTestTranslation,AcceptableforInternal Market,Notacceptable,RefusalReasonCodeList,DateofDecision,YearofDecision,QuarterofDecision,MonthofDecision,DayofDecision,TotalNetWeightkg
2020-05-20,Stansted,United Kingdom,United Kingdom,United Kingdom,United States,Milk,40410,Bos Taurus,Ambient,-,/,-,-,/,No,Human Consumption,2020-05-21,2020,Q2,5,21,Not satisfactory,Not satisfactory,6,Not Done,No,-,-,-,-,2. Destruction,1. Absence/Invalid Certificate,2020-05-22,2020,Q2,May,22,2
2020-05-29,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Animal feed,5119110,Pesca,Ambient,-,/,-,-,/,No,Human Consumption,2020-05-28,2020,Q2,5,28,Satisfactory,Satisfactory,7020,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-06-02,2020,Q2,June,2,6750
2020-05-28,Heathrow,United Kingdom,United Kingdom,United Kingdom,Ghana,Fishery products,3054980,Otra Pesca,Ambient,-,/,-,-,/,No,Human Consumption,2020-05-31,2020,Q2,5,31,Not satisfactory,Not satisfactory,0,Not Done,No,-,-,-,-,2. Destruction,"10. Other, Create Rasff Notification",2020-06-08,2020,Q2,June,8,0
2020-05-28,Heathrow,United Kingdom,United Kingdom,United Kingdom,Ghana,Fishery products,3054980,Otra Pesca,Ambient,-,/,-,-,/,No,Human Consumption,2020-05-31,2020,Q2,5,31,Not satisfactory,Not satisfactory,2051,Not Done,No,-,-,-,-,2. Destruction,5. Id: Mis-Match With Documents,2020-06-08,2020,Q2,June,8,75
2020-05-28,Heathrow,United Kingdom,United Kingdom,United Kingdom,Ghana,Fishery products,3054980,Otra Pesca,Ambient,-,/,-,-,/,No,Human Consumption,2020-05-31,2020,Q2,5,31,Not satisfactory,Not satisfactory,0,Not Done,No,-,-,-,-,2. Destruction,1. Absence/Invalid Certificate,2020-06-08,2020,Q2,June,8,0
2020-05-29,Heathrow,United Kingdom,United Kingdom,United Kingdom,Ghana,Miscellaneous edible preparations,210690,Bos Taurus,Ambient,-,/,-,-,/,No,Human Consumption,2020-05-31,2020,Q2,5,31,Not satisfactory,Satisfactory,57,Not Done,No,-,-,-,-,2. Destruction,10. Other,2020-06-05,2020,Q2,June,5,57
2020-05-29,Heathrow,United Kingdom,United Kingdom,United Kingdom,Ghana,Miscellaneous edible preparations,210690,Bos Taurus,Ambient,-,/,-,-,/,No,Human Consumption,2020-05-31,2020,Q2,5,31,Not satisfactory,Satisfactory,0,Not Done,No,-,-,-,-,2. Destruction,1. Absence/Invalid Certificate,2020-06-05,2020,Q2,June,5,0
2020-05-10,Heathrow,United Kingdom,Spain,Spain,Namibia,Fishery products,3025411,Merluccius Paradoxus,Chilled,-,/,-,-,/,No,Human Consumption,2020-05-09,2020,Q2,5,9,Satisfactory,Satisfactory,6122,Not Done,No,-,-,-,Human Consumption,-,-,2020-05-11,2020,Q2,May,11,5738
2020-05-13,Heathrow,United Kingdom,United Kingdom,United Kingdom,United States,Semen,5111000,Bos Taurus,-,-,/,-,-,/,No,Other,2020-05-13,2020,Q2,5,13,Satisfactory,Satisfactory,204,Not Done,No,-,-,-,Other,-,-,2020-05-13,2020,Q2,May,13,1
2020-05-20,Heathrow,United Kingdom,United Kingdom,United Kingdom,United States,Semen,5111000,Bos Taurus,-,-,/,-,-,/,No,Other,2020-05-14,2020,Q2,5,14,Satisfactory,Satisfactory,163,Not Done,No,-,-,-,Other,-,-,2020-05-20,2020,Q2,May,20,1
