YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEU_BIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,Commodity,Commodity_List,Species,Species_List,LaboratoryTests2
2019,Q1,2,5,NZ,GB,Heathrow,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,437,360,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2019-02-06,2019,Q1,2,6,4090000,4090000,Apis Melifera,Apis Melifera,-
2019,Q1,2,8,NZ,GB,Heathrow,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,153,120,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2019-02-11,2019,Q1,2,11,4090000,4090000,Apis Mellifera,Apis Mellifera,-
2019,Q1,2,3,AU,GB,Heathrow,GB,GB,AU,AU,GB,CVEDP,No,Human Consumption,6898,358,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2019-02-04,2019,Q1,2,4,20120,020120|020130,Bos Taurus,Bos Taurus,-
2019,Q1,2,3,AU,GB,Heathrow,GB,GB,AU,AU,GB,CVEDP,No,Human Consumption,0,6151,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2019-02-04,2019,Q1,2,4,20130,020120|020130,Bos Taurus,Bos Taurus,-
2019,Q1,2,4,AU,GB,Heathrow,GB,GB,AU,AU,GB,CVEDP,No,Human Consumption,672,103,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2019-02-04,2019,Q1,2,4,20120,020120|020130|02061095,Bos Taurus,Bos Taurus,-
2019,Q1,2,4,AU,GB,Heathrow,GB,GB,AU,AU,GB,CVEDP,No,Human Consumption,0,436,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2019-02-04,2019,Q1,2,4,20130,020120|020130|02061095,Bos Taurus,Bos Taurus,-
2019,Q1,2,4,AU,GB,Heathrow,GB,GB,AU,AU,GB,CVEDP,No,Human Consumption,0,92,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2019-02-04,2019,Q1,2,4,2061095,020120|020130|02061095,Bos Taurus,Bos Taurus,-
2019,Q1,2,18,AU,GB,Heathrow,GB,GB,AU,AU,GB,CVEDP,No,Human Consumption,0,20,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2019-02-18,2019,Q1,2,18,20120,020120|020130|02061095|02061098,Bos Taurus,Bos Taurus,-
2019,Q1,2,18,AU,GB,Heathrow,GB,GB,AU,AU,GB,CVEDP,No,Human Consumption,781,608,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2019-02-18,2019,Q1,2,18,20130,020120|020130|02061095|02061098,Bos Taurus,Bos Taurus,-
2019,Q1,2,18,AU,GB,Heathrow,GB,GB,AU,AU,GB,CVEDP,No,Human Consumption,0,35,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2019-02-18,2019,Q1,2,18,2061095,020120|020130|02061095|02061098,Bos Taurus,Bos Taurus,-
