DateOfArrivalAtBIP,BorderInspectionPost,EntryBIPCountry,ConsigneeCountry,ImporterCountry,CountryofOrigin,CommodityGroup,CommodityCode,Species,Temperature,TranshipmentBIPCountry,TranshipmentBIP,TranshipmentTo3rdCountry,To3rdCountry,TransitExitBIP,ForReImport,ForInternalMarket,DateofDeclaration,YearofDeclaration,QuarterofDeclaration,MonthofDeclaration,DayofDeclaration,DocumentaryCheck,IdentityCheck,TotalGrossWeightKg,PhysicalCheck,LaboratoryTestsPerformed,LaboratoryTestsMotivation,LaboratoryTestConclusion,LaboratoryTestTranslation,AcceptableforInternal Market,Notacceptable,RefusalReasonCodeList,DateofDecision,YearofDecision,QuarterofDecision,MonthofDecision,DayofDecision,TotalNetWeightkg
2019-04-04,Heathrow,United Kingdom,United Kingdom,United Kingdom,"Moldova, Republic Of",Fishery products,16043100,Acipenser Gueldenstaedtii,Chilled,-,/,-,-,/,No,Human Consumption,2019-04-03,2019,Q2,4,3,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2019-04-08,2019,Q2,April,8,0
2019-04-04,Heathrow,United Kingdom,United Kingdom,United Kingdom,"Moldova, Republic Of",Fishery products,16043100,Acipenser Ruthenus,Chilled,-,/,-,-,/,No,Human Consumption,2019-04-03,2019,Q2,4,3,Satisfactory,Satisfactory,15,Not Done,No,-,-,-,Human Consumption,-,-,2019-04-08,2019,Q2,April,8,3
2019-04-04,Heathrow,United Kingdom,United Kingdom,United Kingdom,"Moldova, Republic Of",Fishery products,16043100,Acipenseridae,Chilled,-,/,-,-,/,No,Human Consumption,2019-04-03,2019,Q2,4,3,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2019-04-08,2019,Q2,April,8,0
2019-04-29,Stansted,United Kingdom,United Kingdom,United Kingdom,United States,Milk,40590,Bos Taurus,Ambient,-,/,-,-,/,No,Human Consumption,2019-04-29,2019,Q2,4,29,Not satisfactory,Satisfactory,7,Not Done,No,-,-,-,-,1. Re-Export,1. Absence/Invalid Certificate,2019-05-07,2019,Q2,May,7,6
2019-04-15,Heathrow,United Kingdom,United Kingdom,United Kingdom,Australia,Bovine meat and bovine meat products,20120,Bos Taurus,Chilled,-,/,-,-,/,No,Human Consumption,2019-04-16,2019,Q2,4,16,Satisfactory,Satisfactory,476,Satisfactory,No,-,-,-,Human Consumption,-,-,2019-04-16,2019,Q2,April,16,446
2019-04-15,Heathrow,United Kingdom,United Kingdom,United Kingdom,Australia,Bovine meat and bovine meat products,20130,Bos Taurus,Chilled,-,/,-,-,/,No,Human Consumption,2019-04-16,2019,Q2,4,16,Satisfactory,Satisfactory,0,Satisfactory,No,-,-,-,Human Consumption,-,-,2019-04-16,2019,Q2,April,16,0
2019-04-15,Heathrow,United Kingdom,United Kingdom,United Kingdom,Australia,Bovine meat and bovine meat products,2061095,Bos Taurus,Chilled,-,/,-,-,/,No,Human Consumption,2019-04-16,2019,Q2,4,16,Satisfactory,Satisfactory,0,Satisfactory,No,-,-,-,Human Consumption,-,-,2019-04-16,2019,Q2,April,16,0
2019-04-15,Heathrow,United Kingdom,United Kingdom,United Kingdom,Australia,Bovine meat and bovine meat products,2061098,Bos Taurus,Chilled,-,/,-,-,/,No,Human Consumption,2019-04-16,2019,Q2,4,16,Satisfactory,Satisfactory,0,Satisfactory,No,-,-,-,Human Consumption,-,-,2019-04-16,2019,Q2,April,16,0
2019-04-15,Heathrow,United Kingdom,United Kingdom,United Kingdom,Australia,Bovine meat and bovine meat products,20120,Bos Taurus,Chilled,-,/,-,-,/,No,Human Consumption,2019-04-14,2019,Q2,4,14,Satisfactory,Satisfactory,5663,Not Done,No,-,-,-,Human Consumption,-,-,2019-04-16,2019,Q2,April,16,5348
2019-04-15,Heathrow,United Kingdom,United Kingdom,United Kingdom,Australia,Bovine meat and bovine meat products,20130,Bos Taurus,Chilled,-,/,-,-,/,No,Human Consumption,2019-04-14,2019,Q2,4,14,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2019-04-16,2019,Q2,April,16,0
