DateOfArrivalAtBIP,BorderInspectionPost,EntryBIPCountry,ConsigneeCountry,ImporterCountry,CountryofOrigin,CommodityGroup,CommodityCode,Species,Temperature,TranshipmentBIPCountry,TranshipmentBIP,TranshipmentTo3rdCountry,To3rdCountry,TransitExitBIP,ForReImport,ForInternalMarket,DateofDeclaration,YearofDeclaration,QuarterofDeclaration,MonthofDeclaration,DayofDeclaration,DocumentaryCheck,IdentityCheck,TotalGrossWeightKg,PhysicalCheck,LaboratoryTestsPerformed,LaboratoryTestsMotivation,LaboratoryTestConclusion,LaboratoryTestTranslation,AcceptableforInternal Market,Notacceptable,RefusalReasonCodeList,DateofDecision,YearofDecision,QuarterofDecision,MonthofDecision,DayofDecision,TotalNetWeightkg
2019-08-24,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,Ecuador,Fishery products,3036619,Merluccius Gayi Gayi,Frozen,-,/,-,-,/,No,Human Consumption,2019-08-27,2019,Q3,8,27,Satisfactory,Satisfactory,23242,Not Done,No,-,-,-,Human Consumption,-,-,2019-08-30,2019,Q3,August,30,20210
2019-08-24,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,Ecuador,Fishery products,3038990,Paranthias Spp,Frozen,-,/,-,-,/,No,Human Consumption,2019-08-27,2019,Q3,8,27,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2019-08-30,2019,Q3,August,30,0
2019-08-23,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,Philippines,Fishery products,16041319,Sardinella Spp,Ambient,-,/,-,-,/,No,Human Consumption,2019-08-23,2019,Q3,8,23,Satisfactory,Satisfactory,20160,Satisfactory,No,-,-,-,Human Consumption,-,-,2019-08-27,2019,Q3,August,27,19152
2019-08-13,Stansted,United Kingdom,United Kingdom,United Kingdom,United States,Semen,5119985,/,-,-,/,-,-,/,No,Other,2019-08-13,2019,Q3,8,13,Not satisfactory,Satisfactory,2,Not Done,No,-,-,-,-,2. Destruction,1. Absence/Invalid Certificate,2019-08-15,2019,Q3,August,15,0
2019-08-30,Heathrow,United Kingdom,United Kingdom,United Kingdom,Australia,Bovine meat and bovine meat products,20120,Bos Taurus,Chilled,-,/,-,-,/,No,Human Consumption,2019-08-29,2019,Q3,8,29,Satisfactory,Satisfactory,1210,Satisfactory,No,-,-,-,Human Consumption,-,-,2019-08-31,2019,Q3,August,31,1141
2019-08-30,Heathrow,United Kingdom,United Kingdom,United Kingdom,Australia,Bovine meat and bovine meat products,20130,Bos Taurus,Chilled,-,/,-,-,/,No,Human Consumption,2019-08-29,2019,Q3,8,29,Satisfactory,Satisfactory,0,Satisfactory,No,-,-,-,Human Consumption,-,-,2019-08-31,2019,Q3,August,31,0
2019-08-12,Heathrow,United Kingdom,United Kingdom,United Kingdom,Australia,Bovine meat and bovine meat products,20130,Bos Taurus,Chilled,-,/,-,-,/,No,Human Consumption,2019-08-11,2019,Q3,8,11,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2019-08-13,2019,Q3,August,13,0
2019-08-12,Heathrow,United Kingdom,United Kingdom,United Kingdom,Australia,Bovine meat and bovine meat products,2061095,Bos Taurus,Chilled,-,/,-,-,/,No,Human Consumption,2019-08-11,2019,Q3,8,11,Satisfactory,Satisfactory,433,Not Done,No,-,-,-,Human Consumption,-,-,2019-08-13,2019,Q3,August,13,406
2019-08-12,Heathrow,United Kingdom,United Kingdom,United Kingdom,Australia,Bovine meat and bovine meat products,2061098,Bos Taurus,Chilled,-,/,-,-,/,No,Human Consumption,2019-08-11,2019,Q3,8,11,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2019-08-13,2019,Q3,August,13,0
2019-08-12,Heathrow,United Kingdom,United Kingdom,United Kingdom,Australia,Bovine meat and bovine meat products,20120,Bos Taurus,Chilled,-,/,-,-,/,No,Human Consumption,2019-08-11,2019,Q3,8,11,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2019-08-13,2019,Q3,August,13,0
2019-08-12,Heathrow,United Kingdom,United Kingdom,United Kingdom,Australia,Bovine meat and bovine meat products,20130,Bos Taurus,Chilled,-,/,-,-,/,No,Human Consumption,2019-08-11,2019,Q3,8,11,Satisfactory,Satisfactory,8102,Not Done,No,-,-,-,Human Consumption,-,-,2019-08-13,2019,Q3,August,13,7630
2019-08-19,Heathrow,United Kingdom,United Kingdom,United Kingdom,Australia,Bovine meat and bovine meat products,20120,Bos Taurus,Chilled,-,/,-,-,/,No,Human Consumption,2019-08-23,2019,Q3,8,23,Satisfactory,Satisfactory,968,Not Done,No,-,-,-,Human Consumption,-,-,2019-08-24,2019,Q3,August,24,909
