YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEU_BIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,LaboratoryTests2,Commodity,Commodity_List,Species,Species_List,CountryOfDestination,Motivation,LaboratoryTests3,SampleDate,Results2,SampleCount,LaboratoryTestConclusion,ReleasedDate
2016,Q1,2,15,US,GB,"Felixstowe, P",GB,GB,US,United States,GB,CVEDP,No,Human Consumption,595,504.7,/,/,Not satisfactory,Not satisfactory,Satisfactory,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,2. Destruction,1. Absence/Invalid Certificate,2017-09-12,2017,Q3,9,12,-,406,406,Bos Taurus,Bos Taurus,United Kingdom,-,-,,-,-,-,
2017,Q1,1,31,VN,GB,"Felixstowe, P",DK,DK,VN,Viet Nam,GB,CVEDP,No,Human Consumption,4000,3360,/,/,Not satisfactory,Satisfactory,Not Done,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,1. Re-Export,10. Other,2017-09-15,2017,Q3,9,15,-,16052110,16052110,Penaeus Vannamei,Penaeus Vannamei,United Kingdom,-,-,,-,-,-,
2017,Q2,6,29,MA,GB,Liverpool,GB,GB,MA,Morocco,GB,CVEDP,No,Human Consumption,39590,30240,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-09-08,2017,Q3,9,8,-,16041319,16041319,Sardina Pilchardus,Sardina Pilchardus,United Kingdom,-,-,,-,-,-,
2017,Q3,7,7,BR,GB,Liverpool,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,24786.3,23100,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-09-05,2017,Q3,9,5,-,160232,160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q3,7,18,BR,GB,"Felixstowe, P",NL,NL,BR,Brazil,GB,CVEDP,No,Human Consumption,28362.43,27004.32,/,/,Satisfactory,Not satisfactory,Satisfactory,Yes,Re-enforced,Satisfactory,Not Acceptable,/,/,/,-,/,/,-,-,1. Re-Export,5. Id: Mis-Match With Documents,2017-09-04,2017,Q3,9,4,Yes,160232,160232,Aves,Aves,United Kingdom,Re-enforced,Salmonella spp.,2017-08-02,Not detected.,1,Satisfactory,2017-08-08
2017,Q3,7,20,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,23600,22800,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-09-04,2017,Q3,9,4,Yes,2109939,2109939,Aves,Aves,United Kingdom,Random,Aerobic microorganisms 30?C,2017-07-30,1.0 x 10? CFU/g,1,Satisfactory,2017-08-08
2017,Q3,7,20,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,23600,22800,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-09-04,2017,Q3,9,4,Yes,2109939,2109939,Aves,Aves,United Kingdom,Random,Campylobacter spp (excl C. jejuni and C.coli),2017-07-30,<10 CFU/g,1,Satisfactory,2017-08-08
2017,Q3,7,20,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,23600,22800,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-09-04,2017,Q3,9,4,Yes,2109939,2109939,Aves,Aves,United Kingdom,Random,Eschericia coli,2017-07-30,<1 MPN/g,1,Satisfactory,2017-08-08
2017,Q3,7,20,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,23600,22800,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-09-04,2017,Q3,9,4,Yes,2109939,2109939,Aves,Aves,United Kingdom,Random,Salmonella spp.,2017-07-30,Not Detected in 25g,1,Satisfactory,2017-08-08
2017,Q3,7,20,PY,GB,London Gateway,GB,GB,PY,Paraguay,GB,CVEDP,No,Human Consumption,2715.31,2529.21,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-09-02,2017,Q3,9,2,-,20130,20130,Bos Taurus,Bos Taurus,United Kingdom,-,-,,-,-,-,
