YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEU_BIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,LaboratoryTests2,Commodity,Commodity_List,Species,Species_List,CountryOfDestination,Motivation,LaboratoryTests3,SampleDate,Results2,SampleCount,LaboratoryTestConclusion,ReleasedDate
2017,Q1,1,3,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,77335,66000,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-02-06,2017,Q1,2,6,-,00150420,00150420,Pesca,Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,3,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Animal Feedingstuff,840,700,/,/,notsatisfactory,notsatisfactory,satisfactory,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,1. Re-Export,5. Id: Mis-Match With Documents,2017-02-03,2017,Q1,2,3,-,00230910,00230910,Ungulates,Ungulates,United Kingdom,-,-,,-,-,-,
2017,Q1,1,4,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,8992.37,8395.95,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-02-06,2017,Q1,2,6,-,02042210,02042210|02042230|02042250|02042250|02042290|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q1,1,4,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,8992.37,8395.95,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-02-06,2017,Q1,2,6,-,02042230,02042210|02042230|02042250|02042250|02042290|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q1,1,4,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,8992.37,8395.95,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-02-06,2017,Q1,2,6,-,02042250,02042210|02042230|02042250|02042250|02042290|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q1,1,4,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,8992.37,8395.95,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-02-06,2017,Q1,2,6,-,02042290,02042210|02042230|02042250|02042250|02042290|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q1,1,4,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,8992.37,8395.95,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-02-06,2017,Q1,2,6,-,02042300,02042210|02042230|02042250|02042250|02042290|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q1,1,4,IL,GB,Felixstowe P,GB,GB,IL,Israel,GB,CVEDP,No,Human Consumption,5895.65,5132.16,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-02-06,2017,Q1,2,6,-,00002104,2104|2104,-,,United Kingdom,-,-,,-,-,-,
2017,Q1,1,5,PY,GB,London Gateway,GB,GB,PY,Paraguay,GB,CVEDP,No,Human Consumption,1486.8,1381.23,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-02-14,2017,Q1,2,14,-,00020130,00020130,Bos Taurus,Bos Taurus,United Kingdom,-,-,,-,-,-,
2017,Q1,1,5,PY,GB,London Gateway,GB,GB,PY,Paraguay,GB,CVEDP,No,Human Consumption,10386.6,9614.44,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-02-14,2017,Q1,2,14,-,00020130,00020130,Bos Taurus,Bos Taurus,United Kingdom,-,-,,-,-,-,
2017,Q1,1,6,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,13802.5,9156,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-02-09,2017,Q1,2,9,-,00230910,230910|230910,Aves,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,6,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,13802.5,9156,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-02-09,2017,Q1,2,9,-,00230910,230910|230910,Pesca,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,6,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,10894.95,8228.16,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-02-10,2017,Q1,2,10,-,00230910,230910|230910,Aves,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,6,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,10894.95,8228.16,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-02-10,2017,Q1,2,10,-,00230910,230910|230910,Pesca,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,6,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,9941.25,7634.4,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-02-09,2017,Q1,2,9,-,00230910,230910|230910,Aves,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,6,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,9941.25,7634.4,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-02-09,2017,Q1,2,9,-,00230910,230910|230910,Pesca,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,6,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,2249.94,1489.6,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-02-09,2017,Q1,2,9,-,00230910,230910|230910,Aves,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,6,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,2249.94,1489.6,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-02-09,2017,Q1,2,9,-,00230910,230910|230910,Pesca,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,6,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,16342.89,11688.72,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-02-09,2017,Q1,2,9,-,00230910,230910|230910,Aves,Aves|Pesca,United Kingdom,-,-,,-,-,-,
